case_id,data_stage,brain_mask_source,modality,mean_ET,mean_WT,mean_healthy,ET_vs_healthy_abs_contrast,WT_vs_healthy_abs_contrast,ET_vs_healthy_relative_contrast,WT_vs_healthy_relative_contrast,ET_vs_healthy_contrast,WT_vs_healthy_contrast,contrast_definition,ET_voxels,WT_voxels,healthy_voxels
BraTS-GLI-00005-000,raw,case_brain_mask,T1ce,3753.054443359375,2049.983642578125,1985.753173828125,1767.30126953125,64.23046875,0.889990404056238,0.03234564577136081,0.889990404056238,0.03234564577136081,abs(mean_region - mean_healthy) / abs(mean_healthy),23854,124783,1168953
BraTS-GLI-00005-000,raw,case_brain_mask,T2,1053.5789794921875,1112.291015625,583.6261596679688,469.95281982421875,528.6648559570312,0.8052291900205091,0.9058278954764372,0.8052291900205091,0.9058278954764372,abs(mean_region - mean_healthy) / abs(mean_healthy),23854,124783,1168953
BraTS-GLI-00005-000,raw,case_brain_mask,FLAIR,2337.0625,2311.22705078125,1171.3455810546875,1165.7169189453125,1139.8814697265625,0.9951947041074702,0.9731384897531312,0.9951947041074702,0.9731384897531312,abs(mean_region - mean_healthy) / abs(mean_healthy),23854,124783,1168953
BraTS-GLI-00006-000,raw,case_brain_mask,T1,1082.1834716796875,995.6195068359375,918.508544921875,163.6749267578125,77.1109619140625,0.1781964116313519,0.08395236205518511,0.1781964116313519,0.08395236205518511,abs(mean_region - mean_healthy) / abs(mean_healthy),26448,137911,1381689
BraTS-GLI-00006-000,raw,case_brain_mask,T1ce,4999.5625,2425.485107421875,2120.987060546875,2878.575439453125,304.498046875,1.3571867047179975,0.14356431141851864,1.3571867047179975,0.14356431141851864,abs(mean_region - mean_healthy) / abs(mean_healthy),26448,137911,1381689
BraTS-GLI-00006-000,raw,case_brain_mask,T2,1108.7232666015625,1114.0228271484375,601.3009643554688,507.42230224609375,512.7218627929688,0.8438740868975605,0.8526875777466157,0.8438740868975605,0.8526875777466157,abs(mean_region - mean_healthy) / abs(mean_healthy),26448,137911,1381689
BraTS-GLI-00006-000,raw,case_brain_mask,FLAIR,2840.24267578125,2746.294189453125,1161.2286376953125,1679.0140380859375,1585.0655517578125,1.4458944462636336,1.3649900633726086,1.4458944462636336,1.3649900633726086,abs(mean_region - mean_healthy) / abs(mean_healthy),26448,137911,1381689
BraTS-GLI-00008-000,raw,case_brain_mask,T1,1572.755615234375,1648.6934814453125,1476.710205078125,96.04541015625,171.9832763671875,0.06504012082124722,0.11646379619763565,0.06504012082124722,0.11646379619763565,abs(mean_region - mean_healthy) / abs(mean_healthy),311,18462,1413639
BraTS-GLI-00008-000,raw,case_brain_mask,T1ce,5517.71728515625,3090.464599609375,2924.443603515625,2593.273681640625,166.02099609375,0.8867579728749484,0.056770113772810514,0.8867579728749484,0.056770113772810514,abs(mean_region - mean_healthy) / abs(mean_healthy),311,18462,1413639
BraTS-GLI-00008-000,raw,case_brain_mask,T2,926.1382446289062,906.4803466796875,801.6029663085938,124.5352783203125,104.87738037109375,0.1553578062389181,0.1308345712018224,0.1553578062389181,0.1308345712018224,abs(mean_region - mean_healthy) / abs(mean_healthy),311,18462,1413639
BraTS-GLI-00008-000,raw,case_brain_mask,FLAIR,1851.530517578125,1728.1727294921875,1097.4879150390625,754.0426025390625,630.684814453125,0.6870623286200142,0.5746621951920785,0.6870623286200142,0.5746621951920785,abs(mean_region - mean_healthy) / abs(mean_healthy),311,18462,1413639
BraTS-GLI-00009-000,raw,case_brain_mask,T1,247.96148681640625,254.14549255371094,258.955810546875,10.99432373046875,4.8103179931640625,0.042456370093609495,0.018575825670817767,0.042456370093609495,0.018575825670817767,abs(mean_region - mean_healthy) / abs(mean_healthy),1480,27453,1391216
BraTS-GLI-00009-000,raw,case_brain_mask,T1ce,1785.3770751953125,1234.0169677734375,1363.1044921875,422.2725830078125,129.0875244140625,0.3097873900555874,0.09470112170704081,0.3097873900555874,0.09470112170704081,abs(mean_region - mean_healthy) / abs(mean_healthy),1480,27453,1391216
BraTS-GLI-00009-000,raw,case_brain_mask,T2,180.64122009277344,145.39190673828125,137.1156463623047,43.52557373046875,8.276260375976562,0.31743695840123054,0.06035970799501581,0.31743695840123054,0.06035970799501581,abs(mean_region - mean_healthy) / abs(mean_healthy),1480,27453,1391216
BraTS-GLI-00009-000,raw,case_brain_mask,FLAIR,713.720947265625,643.333251953125,365.2143249511719,348.5066223144531,278.1189270019531,0.954252334875001,0.7615225033660353,0.954252334875001,0.7615225033660353,abs(mean_region - mean_healthy) / abs(mean_healthy),1480,27453,1391216
BraTS-GLI-00011-000,raw,case_brain_mask,T1,894.3284301757812,815.8248901367188,655.680908203125,238.64752197265625,160.14398193359375,0.36396899617935047,0.24424072735694533,0.36396899617935047,0.24424072735694533,abs(mean_region - mean_healthy) / abs(mean_healthy),9353,70184,1359621
BraTS-GLI-00011-000,raw,case_brain_mask,T1ce,3733.76123046875,2084.78955078125,1890.9747314453125,1842.7864990234375,193.8148193359375,0.974516723243021,0.10249466379056302,0.974516723243021,0.10249466379056302,abs(mean_region - mean_healthy) / abs(mean_healthy),9353,70184,1359621
BraTS-GLI-00011-000,raw,case_brain_mask,T2,1074.7054443359375,982.8119506835938,572.7973022460938,501.90814208984375,410.0146484375,0.8762404084686252,0.7158110675970736,0.8762404084686252,0.7158110675970736,abs(mean_region - mean_healthy) / abs(mean_healthy),9353,70184,1359621
BraTS-GLI-00011-000,raw,case_brain_mask,FLAIR,2513.65478515625,2310.086669921875,995.093017578125,1518.561767578125,1314.99365234375,1.5260500684388556,1.321478122260575,1.5260500684388556,1.321478122260575,abs(mean_region - mean_healthy) / abs(mean_healthy),9353,70184,1359621
BraTS-GLI-00012-000,raw,case_brain_mask,T1,785.7053833007812,712.7996826171875,771.9336547851562,13.771728515625,59.13397216796875,0.01784055978160187,0.07660499293093634,0.01784055978160187,0.07660499293093634,abs(mean_region - mean_healthy) / abs(mean_healthy),224,263809,1367537
BraTS-GLI-00012-000,raw,case_brain_mask,T1ce,2745.65185546875,1360.146728515625,1707.05517578125,1038.5966796875,346.908447265625,0.608414241333574,0.20322040680779932,0.608414241333574,0.20322040680779932,abs(mean_region - mean_healthy) / abs(mean_healthy),224,263809,1367537
BraTS-GLI-00012-000,raw,case_brain_mask,T2,575.4910888671875,671.2286987304688,412.9611511230469,162.52993774414062,258.2675476074219,0.393571979596969,0.6254039802656107,0.393571979596969,0.6254039802656107,abs(mean_region - mean_healthy) / abs(mean_healthy),224,263809,1367537
BraTS-GLI-00012-000,raw,case_brain_mask,FLAIR,2001.7454833984375,1916.001220703125,1009.6832275390625,992.062255859375,906.3179931640625,0.9825480198154467,0.8976260756287535,0.9825480198154467,0.8976260756287535,abs(mean_region - mean_healthy) / abs(mean_healthy),224,263809,1367537
BraTS-GLI-00014-000,raw,case_brain_mask,T1,1803.7059326171875,1956.289306640625,2124.990478515625,321.2845458984375,168.701171875,0.1511934049336848,0.07938914248351986,0.1511934049336848,0.07938914248351986,abs(mean_region - mean_healthy) / abs(mean_healthy),2557,38358,1375057
BraTS-GLI-00014-000,raw,case_brain_mask,T1ce,3206.29296875,2612.80419921875,2481.49951171875,724.79345703125,131.3046875,0.2920788231504585,0.05291344482637235,0.2920788231504585,0.05291344482637235,abs(mean_region - mean_healthy) / abs(mean_healthy),2557,38358,1375057
BraTS-GLI-00014-000,raw,case_brain_mask,T2,608.6851806640625,578.6763916015625,739.4710693359375,130.785888671875,160.794677734375,0.17686410475709863,0.2174455288410031,0.17686410475709863,0.2174455288410031,abs(mean_region - mean_healthy) / abs(mean_healthy),2557,38358,1375057
BraTS-GLI-00014-000,raw,case_brain_mask,FLAIR,1356.5009765625,1248.94140625,948.5908203125,407.91015625,300.3505859375,0.43001697625075025,0.31662818098804046,0.43001697625075025,0.31662818098804046,abs(mean_region - mean_healthy) / abs(mean_healthy),2557,38358,1375057
BraTS-GLI-00014-001,raw,case_brain_mask,T1,329.1077880859375,329.8829345703125,303.56915283203125,25.53863525390625,26.31378173828125,0.08412789974097634,0.08668134259623213,0.08412789974097634,0.08668134259623213,abs(mean_region - mean_healthy) / abs(mean_healthy),20314,38600,1347929
BraTS-GLI-00014-001,raw,case_brain_mask,T1ce,1102.58642578125,1015.619140625,885.8953247070312,216.69110107421875,129.72381591796875,0.2446012469316048,0.1464324421859534,0.2446012469316048,0.1464324421859534,abs(mean_region - mean_healthy) / abs(mean_healthy),20314,38600,1347929
BraTS-GLI-00014-001,raw,case_brain_mask,T2,292.84930419921875,292.3204650878906,266.6711730957031,26.178131103515625,25.6492919921875,0.09816633271463804,0.09618321956000271,0.09816633271463804,0.09618321956000271,abs(mean_region - mean_healthy) / abs(mean_healthy),20314,38600,1347929
BraTS-GLI-00014-001,raw,case_brain_mask,FLAIR,486.89111328125,474.1167907714844,321.1699523925781,165.72116088867188,152.94683837890625,0.5159921083965684,0.47621776956255724,0.5159921083965684,0.47621776956255724,abs(mean_region - mean_healthy) / abs(mean_healthy),20314,38600,1347929
BraTS-GLI-00016-000,raw,case_brain_mask,T1,1865.838623046875,1976.2818603515625,1899.116943359375,33.2783203125,77.1649169921875,0.017523049556723718,0.04063199860440894,0.017523049556723718,0.04063199860440894,abs(mean_region - mean_healthy) / abs(mean_healthy),12694,74546,1320500
BraTS-GLI-00016-000,raw,case_brain_mask,T1ce,3776.265380859375,2512.14208984375,2192.232666015625,1584.03271484375,319.909423828125,0.7225659663774301,0.14592859087788307,0.7225659663774301,0.14592859087788307,abs(mean_region - mean_healthy) / abs(mean_healthy),12694,74546,1320500
BraTS-GLI-00016-000,raw,case_brain_mask,T2,848.31982421875,763.5274047851562,573.620849609375,274.698974609375,189.90655517578125,0.47888596587177723,0.33106633990919965,0.47888596587177723,0.33106633990919965,abs(mean_region - mean_healthy) / abs(mean_healthy),12694,74546,1320500
BraTS-GLI-00016-000,raw,case_brain_mask,FLAIR,1646.2591552734375,1378.207763671875,758.3905639648438,887.8685913085938,619.8171997070312,1.1707273712199722,0.8172796829995418,1.1707273712199722,0.8172796829995418,abs(mean_region - mean_healthy) / abs(mean_healthy),12694,74546,1320500
BraTS-GLI-00016-001,raw,case_brain_mask,T1,5590.1943359375,5017.98828125,3985.428955078125,1604.765380859375,1032.559326171875,0.4026581326495926,0.25908361127758056,0.4026581326495926,0.25908361127758056,abs(mean_region - mean_healthy) / abs(mean_healthy),22791,71716,1385076
BraTS-GLI-00016-001,raw,case_brain_mask,T1ce,2359.679443359375,1971.2109375,1544.8568115234375,814.8226318359375,426.3541259765625,0.5274421718297713,0.2759829408112715,0.5274421718297713,0.2759829408112715,abs(mean_region - mean_healthy) / abs(mean_healthy),22791,71716,1385076
BraTS-GLI-00016-001,raw,case_brain_mask,T2,4463.65380859375,3780.259033203125,2763.6162109375,1700.03759765625,1016.642822265625,0.615149669092275,0.3678668616293685,0.615149669092275,0.3678668616293685,abs(mean_region - mean_healthy) / abs(mean_healthy),22791,71716,1385076
BraTS-GLI-00016-001,raw,case_brain_mask,FLAIR,1953.0,1662.9100341796875,986.3161010742188,966.6838989257812,676.5939331054688,0.980095425668246,0.6859808253850619,0.980095425668246,0.6859808253850619,abs(mean_region - mean_healthy) / abs(mean_healthy),22791,71716,1385076
BraTS-GLI-00017-000,raw,case_brain_mask,T1,1018.6126098632812,968.120361328125,852.4430541992188,166.1695556640625,115.67730712890625,0.19493332117083345,0.13570092050028257,0.19493332117083345,0.13570092050028257,abs(mean_region - mean_healthy) / abs(mean_healthy),1727,99385,1477902
BraTS-GLI-00017-000,raw,case_brain_mask,T1ce,2984.83837890625,1909.0443115234375,2115.819091796875,869.019287109375,206.7747802734375,0.4107247592568767,0.0977280057047942,0.4107247592568767,0.0977280057047942,abs(mean_region - mean_healthy) / abs(mean_healthy),1727,99385,1477902
BraTS-GLI-00017-000,raw,case_brain_mask,T2,978.7341918945312,842.2721557617188,728.1951904296875,250.53900146484375,114.07696533203125,0.3440547325189112,0.15665712549504432,0.3440547325189112,0.15665712549504432,abs(mean_region - mean_healthy) / abs(mean_healthy),1727,99385,1477902
BraTS-GLI-00017-000,raw,case_brain_mask,FLAIR,2574.279052734375,2093.83544921875,1006.4508666992188,1567.8281860351562,1087.3845825195312,1.5577791603250783,1.0804149695709884,1.5577791603250783,1.0804149695709884,abs(mean_region - mean_healthy) / abs(mean_healthy),1727,99385,1477902
BraTS-GLI-00018-000,raw,case_brain_mask,T1,996.6455688476562,958.5668334960938,873.7482299804688,122.8973388671875,84.818603515625,0.14065532226592856,0.0970744209891229,0.14065532226592856,0.0970744209891229,abs(mean_region - mean_healthy) / abs(mean_healthy),64578,160203,1318612
BraTS-GLI-00018-000,raw,case_brain_mask,T1ce,2785.092529296875,2168.162353515625,2086.605712890625,698.48681640625,81.556640625,0.33474786927455474,0.03908579379475465,0.33474786927455474,0.03908579379475465,abs(mean_region - mean_healthy) / abs(mean_healthy),64578,160203,1318612
BraTS-GLI-00018-000,raw,case_brain_mask,T2,823.8591918945312,891.5797119140625,633.4620971679688,190.3970947265625,258.11761474609375,0.30056588322770134,0.4074712850225217,0.30056588322770134,0.4074712850225217,abs(mean_region - mean_healthy) / abs(mean_healthy),64578,160203,1318612
BraTS-GLI-00018-000,raw,case_brain_mask,FLAIR,1876.4923095703125,2001.11669921875,985.2427368164062,891.2495727539062,1015.8739624023438,0.9045989779470812,1.0310900293311631,0.9045989779470812,1.0310900293311631,abs(mean_region - mean_healthy) / abs(mean_healthy),64578,160203,1318612
BraTS-GLI-00019-000,raw,case_brain_mask,T1,821.77880859375,867.8239135742188,915.4086303710938,93.62982177734375,47.584716796875,0.10228199589880155,0.051981940324928796,0.10228199589880155,0.051981940324928796,abs(mean_region - mean_healthy) / abs(mean_healthy),10375,142997,1473062
BraTS-GLI-00019-000,raw,case_brain_mask,T1ce,3241.833984375,2040.31689453125,2278.458251953125,963.375732421875,238.141357421875,0.42281912850325715,0.10451863983802952,0.42281912850325715,0.10451863983802952,abs(mean_region - mean_healthy) / abs(mean_healthy),10375,142997,1473062
BraTS-GLI-00019-000,raw,case_brain_mask,T2,842.8966674804688,765.0093994140625,578.1761474609375,264.72052001953125,186.833251953125,0.45785444657662255,0.3231424415787539,0.45785444657662255,0.3231424415787539,abs(mean_region - mean_healthy) / abs(mean_healthy),10375,142997,1473062
BraTS-GLI-00019-000,raw,case_brain_mask,FLAIR,2118.37109375,1903.4744873046875,1207.9248046875,910.4462890625,695.5496826171875,0.7537276207338418,0.5758220047456778,0.7537276207338418,0.5758220047456778,abs(mean_region - mean_healthy) / abs(mean_healthy),10375,142997,1473062
BraTS-GLI-00020-000,raw,case_brain_mask,T1,1017.48974609375,1022.8045654296875,866.8212890625,150.66845703125,155.9832763671875,0.17381720884382482,0.17994859878890296,0.17381720884382482,0.17994859878890296,abs(mean_region - mean_healthy) / abs(mean_healthy),20409,59921,1522372
BraTS-GLI-00020-000,raw,case_brain_mask,T1ce,4519.23779296875,3410.14111328125,2581.202392578125,1938.035400390625,828.938720703125,0.7508265938243224,0.32114441048350906,0.7508265938243224,0.32114441048350906,abs(mean_region - mean_healthy) / abs(mean_healthy),20409,59921,1522372
BraTS-GLI-00020-000,raw,case_brain_mask,T2,909.5546264648438,940.1511840820312,776.5908203125,132.96380615234375,163.56036376953125,0.17121475386335258,0.21061331075702722,0.17121475386335258,0.21061331075702722,abs(mean_region - mean_healthy) / abs(mean_healthy),20409,59921,1522372
BraTS-GLI-00020-000,raw,case_brain_mask,FLAIR,2015.3779296875,2070.9892578125,986.60107421875,1028.77685546875,1084.38818359375,1.0427485661146247,1.0991151458581512,1.0427485661146247,1.0991151458581512,abs(mean_region - mean_healthy) / abs(mean_healthy),20409,59921,1522372
BraTS-GLI-00020-001,raw,case_brain_mask,T1,410.867919921875,444.6603698730469,448.1750183105469,37.307098388671875,3.5146484375,0.08324225328155452,0.007842133751115619,0.08324225328155452,0.007842133751115619,abs(mean_region - mean_healthy) / abs(mean_healthy),17529,48705,1258558
BraTS-GLI-00020-001,raw,case_brain_mask,T1ce,948.8262939453125,726.19873046875,555.9124145507812,392.91387939453125,170.28631591796875,0.7067909784170497,0.3063186060623827,0.7067909784170497,0.3063186060623827,abs(mean_region - mean_healthy) / abs(mean_healthy),17529,48705,1258558
BraTS-GLI-00020-001,raw,case_brain_mask,T2,1251.0826416015625,1169.81201171875,984.5205688476562,266.56207275390625,185.29144287109375,0.2707531779309669,0.18820474526801437,0.2707531779309669,0.18820474526801437,abs(mean_region - mean_healthy) / abs(mean_healthy),17529,48705,1258558
BraTS-GLI-00020-001,raw,case_brain_mask,FLAIR,600.9768676757812,594.2987060546875,352.9246520996094,248.05221557617188,241.37405395507812,0.7028475174529936,0.6839251736003774,0.7028475174529936,0.6839251736003774,abs(mean_region - mean_healthy) / abs(mean_healthy),17529,48705,1258558
BraTS-GLI-00021-000,raw,case_brain_mask,T1,1161.9981689453125,859.021484375,947.8262329101562,214.17193603515625,88.80474853515625,0.22596118212256472,0.09369306888932033,0.22596118212256472,0.09369306888932033,abs(mean_region - mean_healthy) / abs(mean_healthy),6769,89260,1360349
BraTS-GLI-00021-000,raw,case_brain_mask,T1ce,2702.61865234375,2111.224853515625,2299.36865234375,403.25,188.143798828125,0.17537422700312394,0.08182411229984793,0.17537422700312394,0.08182411229984793,abs(mean_region - mean_healthy) / abs(mean_healthy),6769,89260,1360349
BraTS-GLI-00021-000,raw,case_brain_mask,T2,670.0546875,559.7118530273438,499.15863037109375,170.89605712890625,60.55322265625,0.34236823072027334,0.12131057938682219,0.34236823072027334,0.12131057938682219,abs(mean_region - mean_healthy) / abs(mean_healthy),6769,89260,1360349
BraTS-GLI-00021-000,raw,case_brain_mask,FLAIR,1732.8568115234375,1404.04638671875,1074.582275390625,658.2745361328125,329.464111328125,0.6125864451779841,0.3065973810226494,0.6125864451779841,0.3065973810226494,abs(mean_region - mean_healthy) / abs(mean_healthy),6769,89260,1360349
BraTS-GLI-00021-001,raw,case_brain_mask,T1,673.2567749023438,689.0812377929688,712.1570434570312,38.9002685546875,23.0758056640625,0.05462316059650766,0.032402692462389165,0.05462316059650766,0.032402692462389165,abs(mean_region - mean_healthy) / abs(mean_healthy),19856,130905,1290996
BraTS-GLI-00021-001,raw,case_brain_mask,T1ce,663.4622192382812,515.9638671875,562.6114501953125,100.85076904296875,46.6475830078125,0.17925473967506003,0.08291260867801149,0.17925473967506003,0.08291260867801149,abs(mean_region - mean_healthy) / abs(mean_healthy),19856,130905,1290996
BraTS-GLI-00021-001,raw,case_brain_mask,T2,1033.35009765625,970.2166137695312,678.3147583007812,355.03533935546875,291.90185546875,0.5234079533295919,0.43033392963464556,0.5234079533295919,0.43033392963464556,abs(mean_region - mean_healthy) / abs(mean_healthy),19856,130905,1290996
BraTS-GLI-00021-001,raw,case_brain_mask,FLAIR,1256.0830078125,1212.9029541015625,835.0553588867188,421.02764892578125,377.84759521484375,0.5041913023432218,0.4524820913892267,0.5041913023432218,0.4524820913892267,abs(mean_region - mean_healthy) / abs(mean_healthy),19856,130905,1290996
BraTS-GLI-00022-000,raw,case_brain_mask,T1,334.8847961425781,342.4191589355469,353.9720764160156,19.0872802734375,11.55291748046875,0.053923124294710294,0.03263793460049899,0.053923124294710294,0.03263793460049899,abs(mean_region - mean_healthy) / abs(mean_healthy),47855,112949,1208818
BraTS-GLI-00022-000,raw,case_brain_mask,T1ce,3412.427490234375,2668.3388671875,2372.604248046875,1039.8232421875,295.734619140625,0.43826240429413427,0.12464557432368815,0.43826240429413427,0.12464557432368815,abs(mean_region - mean_healthy) / abs(mean_healthy),47855,112949,1208818
BraTS-GLI-00022-000,raw,case_brain_mask,T2,643.729248046875,746.8821411132812,550.3707275390625,93.3585205078125,196.51141357421875,0.16962842650672477,0.35705280775542586,0.16962842650672477,0.35705280775542586,abs(mean_region - mean_healthy) / abs(mean_healthy),47855,112949,1208818
BraTS-GLI-00022-000,raw,case_brain_mask,FLAIR,1757.3387451171875,1934.107177734375,1057.1480712890625,700.190673828125,876.9591064453125,0.6623392624406232,0.829551819903496,0.6623392624406232,0.829551819903496,abs(mean_region - mean_healthy) / abs(mean_healthy),47855,112949,1208818
BraTS-GLI-00022-001,raw,case_brain_mask,T1,778.04541015625,778.765869140625,812.029052734375,33.983642578125,33.26318359375,0.04185027920330023,0.04096304618873139,0.04185027920330023,0.04096304618873139,abs(mean_region - mean_healthy) / abs(mean_healthy),34997,96170,1247981
BraTS-GLI-00022-001,raw,case_brain_mask,T1ce,1383.1922607421875,1037.2664794921875,955.0274658203125,428.164794921875,82.239013671875,0.4483272054946677,0.08611167386818191,0.4483272054946677,0.08611167386818191,abs(mean_region - mean_healthy) / abs(mean_healthy),34997,96170,1247981
BraTS-GLI-00022-001,raw,case_brain_mask,T2,1128.2398681640625,1176.729736328125,937.077880859375,191.1619873046875,239.65185546875,0.20399797200354014,0.2557437971419944,0.20399797200354014,0.2557437971419944,abs(mean_region - mean_healthy) / abs(mean_healthy),34997,96170,1247981
BraTS-GLI-00022-001,raw,case_brain_mask,FLAIR,723.2940673828125,724.8526611328125,562.6277465820312,160.66632080078125,162.22491455078125,0.28556416169808657,0.2883343659040975,0.28556416169808657,0.2883343659040975,abs(mean_region - mean_healthy) / abs(mean_healthy),34997,96170,1247981
BraTS-GLI-00024-000,raw,case_brain_mask,T1,665.76513671875,812.7064819335938,895.8717651367188,230.10662841796875,83.165283203125,0.256852193999944,0.09283168243440865,0.256852193999944,0.09283168243440865,abs(mean_region - mean_healthy) / abs(mean_healthy),5680,101451,1558909
BraTS-GLI-00024-000,raw,case_brain_mask,T1ce,4025.454833984375,2154.310546875,2766.646240234375,1258.80859375,612.335693359375,0.45499441722746625,0.2213277882999242,0.45499441722746625,0.2213277882999242,abs(mean_region - mean_healthy) / abs(mean_healthy),5680,101451,1558909
BraTS-GLI-00024-000,raw,case_brain_mask,T2,680.5299072265625,771.2388305664062,554.9801635742188,125.54974365234375,216.2586669921875,0.22622383986442013,0.3896691831279601,0.22622383986442013,0.3896691831279601,abs(mean_region - mean_healthy) / abs(mean_healthy),5680,101451,1558909
BraTS-GLI-00024-000,raw,case_brain_mask,FLAIR,1776.6719970703125,1953.697265625,1055.0135498046875,721.658447265625,898.6837158203125,0.6840276576535194,0.8518219656863023,0.6840276576535194,0.8518219656863023,abs(mean_region - mean_healthy) / abs(mean_healthy),5680,101451,1558909
BraTS-GLI-00024-001,raw,case_brain_mask,T1,1292.7349853515625,1547.6763916015625,1465.9576416015625,173.22265625,81.71875,0.11816347985386112,0.05574427778876479,0.11816347985386112,0.05574427778876479,abs(mean_region - mean_healthy) / abs(mean_healthy),1494,75168,1496118
BraTS-GLI-00024-001,raw,case_brain_mask,T1ce,3061.406005859375,2056.0029296875,2048.1943359375,1013.211669921875,7.80859375,0.4946853197199706,0.003812428153418288,0.4946853197199706,0.003812428153418288,abs(mean_region - mean_healthy) / abs(mean_healthy),1494,75168,1496118
BraTS-GLI-00024-001,raw,case_brain_mask,T2,946.3171997070312,882.5608520507812,662.8021240234375,283.51507568359375,219.75872802734375,0.42775221353027576,0.33156008416710026,0.42775221353027576,0.33156008416710026,abs(mean_region - mean_healthy) / abs(mean_healthy),1494,75168,1496118
BraTS-GLI-00024-001,raw,case_brain_mask,FLAIR,662.1024780273438,715.4119873046875,475.4347229003906,186.66775512695312,239.97726440429688,0.3926254144589736,0.5047533401437636,0.3926254144589736,0.5047533401437636,abs(mean_region - mean_healthy) / abs(mean_healthy),1494,75168,1496118
BraTS-GLI-00025-000,raw,case_brain_mask,T1,1058.591796875,1106.9288330078125,907.3942260742188,151.19757080078125,199.53460693359375,0.1666283148559668,0.21989847543648924,0.1666283148559668,0.21989847543648924,abs(mean_region - mean_healthy) / abs(mean_healthy),5150,30557,1593611
